#gene	symbol	name
659	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)
660	BMX	BMX non-receptor tyrosine kinase
661	POLR3D	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa
662	BNIP1	BCL2/adenovirus E1B 19kDa interacting protein 1
663	BNIP2	BCL2/adenovirus E1B 19kDa interacting protein 2
664	BNIP3	BCL2/adenovirus E1B 19kDa interacting protein 3
665	BNIP3L	BCL2/adenovirus E1B 19kDa interacting protein 3-like
666	BOK	BCL2-related ovarian killer
667	DST	dystonin
668	FOXL2	forkhead box L2
669	BPGM	2,3-bisphosphoglycerate mutase
670	BPHL	biphenyl hydrolase-like (serine hydrolase)
671	BPI	bactericidal/permeability-increasing protein
672	BRCA1	breast cancer 1, early onset
673	BRAF	v-raf murine sarcoma viral oncogene homolog B
675	BRCA2	breast cancer 2, early onset
676	BRDT	bromodomain, testis-specific
677	ZFP36L1	ZFP36 ring finger protein-like 1
678	ZFP36L2	ZFP36 ring finger protein-like 2
680	BRS3	bombesin-like receptor 3
682	BSG	basigin
683	BST1	bone marrow stromal cell antigen 1
684	BST2	bone marrow stromal cell antigen 2
685	BTC	betacellulin
686	BTD	biotinidase
687	KLF9	Kruppel-like factor 9
688	KLF5	Kruppel-like factor 5 (intestinal)
689	BTF3	basic transcription factor 3
690	BTF3P11	basic transcription factor 3 pseudogene 11
693	BTF3P1	basic transcription factor 3, pseudogene 1
694	BTG1	B-cell translocation gene 1, anti-proliferative
695	BTK	Bruton agammaglobulinemia tyrosine kinase
696	BTN1A1	butyrophilin, subfamily 1, member A1
698	BTS1	bladder tumor susceptibility 1
699	BUB1	BUB1 mitotic checkpoint serine/threonine kinase
700	BVR1	Burkitt lymphoma variant rearranging region 1
701	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B
705	BYSL	bystin-like
706	TSPO	translocator protein (18kDa)
708	C1QBP	complement component 1, q subcomponent binding protein
709	C1HR	C1AGOH temperature sensitivity complementing
710	SERPING1	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1
711	ERC2-IT1	ERC2 intronic transcript 1 (non-protein coding)
712	C1QA	complement component 1, q subcomponent, A chain
713	C1QB	complement component 1, q subcomponent, B chain
714	C1QC	complement component 1, q subcomponent, C chain
715	C1R	complement component 1, r subcomponent
716	C1S	complement component 1, s subcomponent
717	C2	complement component 2
718	C3	complement component 3
719	C3AR1	complement component 3a receptor 1
720	C4A	complement component 4A (Rodgers blood group)
721	C4B	complement component 4B (Chido blood group)
722	C4BPA	complement component 4 binding protein, alpha
724	C4BPAP2	complement component 4 binding protein, alpha pseudogene 2
725	C4BPB	complement component 4 binding protein, beta
726	CAPN5	calpain 5
727	C5	complement component 5
728	C5AR1	complement component 5a receptor 1
729	C6	complement component 6
730	C7	complement component 7
731	C8A	complement component 8, alpha polypeptide
732	C8B	complement component 8, beta polypeptide
733	C8G	complement component 8, gamma polypeptide
734	OSGIN2	oxidative stress induced growth inhibitor family member 2
735	C9	complement component 9
738	VPS51	vacuolar protein sorting 51 homolog (S. cerevisiae)
740	MRPL49	mitochondrial ribosomal protein L49
741	ZNHIT2	zinc finger, HIT-type containing 2
744	MPPED2	metallophosphoesterase domain containing 2
745	MYRF	myelin regulatory factor
746	TMEM258	transmembrane protein 258
747	DAGLA	diacylglycerol lipase, alpha
750	C16orf3	chromosome 16 open reading frame 3
752	FMNL1	formin-like 1
753	LDLRAD4	low density lipoprotein receptor class A domain containing 4
754	PTTG1IP	pituitary tumor-transforming 1 interacting protein
755	C21orf2	chromosome 21 open reading frame 2
757	TMEM50B	transmembrane protein 50B
758	MPPED1	metallophosphoesterase domain containing 1
759	CA1	carbonic anhydrase I
760	CA2	carbonic anhydrase II
761	CA3	carbonic anhydrase III, muscle specific
762	CA4	carbonic anhydrase IV
763	CA5A	carbonic anhydrase VA, mitochondrial
764	CA5AP1	carbonic anhydrase VA pseudogene 1
765	CA6	carbonic anhydrase VI
766	CA7	carbonic anhydrase VII
767	CA8	carbonic anhydrase VIII
768	CA9	carbonic anhydrase IX
770	CA11	carbonic anhydrase XI
771	CA12	carbonic anhydrase XII
772	CACD	central areolar choroidal dystrophy
773	CACNA1A	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit
774	CACNA1B	calcium channel, voltage-dependent, N type, alpha 1B subunit
775	CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit
776	CACNA1D	calcium channel, voltage-dependent, L type, alpha 1D subunit
777	CACNA1E	calcium channel, voltage-dependent, R type, alpha 1E subunit
778	CACNA1F	calcium channel, voltage-dependent, L type, alpha 1F subunit
779	CACNA1S	calcium channel, voltage-dependent, L type, alpha 1S subunit
780	DDR1	discoidin domain receptor tyrosine kinase 1
781	CACNA2D1	calcium channel, voltage-dependent, alpha 2/delta subunit 1
782	CACNB1	calcium channel, voltage-dependent, beta 1 subunit
783	CACNB2	calcium channel, voltage-dependent, beta 2 subunit
784	CACNB3	calcium channel, voltage-dependent, beta 3 subunit
785	CACNB4	calcium channel, voltage-dependent, beta 4 subunit
786	CACNG1	calcium channel, voltage-dependent, gamma subunit 1
788	SLC25A20	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20
789	SLC25A20P1	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20 pseudogene 1
790	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
793	CALB1	calbindin 1, 28kDa
794	CALB2	calbindin 2
795	S100G	S100 calcium binding protein G
796	CALCA	calcitonin-related polypeptide alpha
797	CALCB	calcitonin-related polypeptide beta
798	CALCP	calcitonin pseudogene
799	CALCR	calcitonin receptor
800	CALD1	caldesmon 1
801	CALM1	calmodulin 1 (phosphorylase kinase, delta)
802	CALM1P1	calmodulin 1 (phosphorylase kinase, delta) pseudogene 1
804	CALM1P2	calmodulin 1 (phosphorylase kinase, delta) pseudogene 2
805	CALM2	calmodulin 2 (phosphorylase kinase, delta)
806	CALM2P2	calmodulin 2 pseudogene 2
807	CALM2P3	calmodulin 2 pseudogene 3
808	CALM3	calmodulin 3 (phosphorylase kinase, delta)
810	CALML3	calmodulin-like 3
811	CALR	calreticulin
813	CALU	calumenin
814	CAMK4	calcium/calmodulin-dependent protein kinase IV
815	CAMK2A	calcium/calmodulin-dependent protein kinase II alpha
816	CAMK2B	calcium/calmodulin-dependent protein kinase II beta
817	CAMK2D	calcium/calmodulin-dependent protein kinase II delta
818	CAMK2G	calcium/calmodulin-dependent protein kinase II gamma
819	CAMLG	calcium modulating ligand
820	CAMP	cathelicidin antimicrobial peptide
821	CANX	calnexin
822	CAPG	capping protein (actin filament), gelsolin-like
823	CAPN1	calpain 1, (mu/I) large subunit
824	CAPN2	calpain 2, (m/II) large subunit
825	CAPN3	calpain 3, (p94)
826	CAPNS1	calpain, small subunit 1
827	CAPN6	calpain 6
828	CAPS	calcyphosine
829	CAPZA1	capping protein (actin filament) muscle Z-line, alpha 1
830	CAPZA2	capping protein (actin filament) muscle Z-line, alpha 2
831	CAST	calpastatin
832	CAPZB	capping protein (actin filament) muscle Z-line, beta
833	CARS	cysteinyl-tRNA synthetase
834	CASP1	caspase 1, apoptosis-related cysteine peptidase
835	CASP2	caspase 2, apoptosis-related cysteine peptidase
836	CASP3	caspase 3, apoptosis-related cysteine peptidase
837	CASP4	caspase 4, apoptosis-related cysteine peptidase
838	CASP5	caspase 5, apoptosis-related cysteine peptidase
839	CASP6	caspase 6, apoptosis-related cysteine peptidase
840	CASP7	caspase 7, apoptosis-related cysteine peptidase
841	CASP8	caspase 8, apoptosis-related cysteine peptidase
842	CASP9	caspase 9, apoptosis-related cysteine peptidase
843	CASP10	caspase 10, apoptosis-related cysteine peptidase
844	CASQ1	calsequestrin 1 (fast-twitch, skeletal muscle)
845	CASQ2	calsequestrin 2 (cardiac muscle)
846	CASR	calcium-sensing receptor
847	CAT	catalase
856	CATR1	CATR tumorigenicity conversion 1
857	CAV1	caveolin 1, caveolae protein, 22kDa
858	CAV2	caveolin 2
859	CAV3	caveolin 3
860	RUNX2	runt-related transcription factor 2
861	RUNX1	runt-related transcription factor 1
862	RUNX1T1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)
863	CBFA2T3	core-binding factor, runt domain, alpha subunit 2; translocated to, 3
864	RUNX3	runt-related transcription factor 3
865	CBFB	core-binding factor, beta subunit
866	SERPINA6	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6
867	CBL	Cbl proto-oncogene, E3 ubiquitin protein ligase
868	CBLB	Cbl proto-oncogene B, E3 ubiquitin protein ligase
869	CBLN1	cerebellin 1 precursor
871	SERPINH1	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)
873	CBR1	carbonyl reductase 1
874	CBR3	carbonyl reductase 3
875	CBS	cystathionine-beta-synthase
878	CCA1	cataract, congenital, cerulean type, 1
881	CCIN	calicin
882	CCAL1	chondrocalcinosis 1 (calcium pyrophosphate-deposition disease, early onset osteoarthritis)
883	CCBL1	cysteine conjugate-beta lyase, cytoplasmic
885	CCK	cholecystokinin
886	CCKAR	cholecystokinin A receptor
887	CCKBR	cholecystokinin B receptor
889	KRIT1	KRIT1, ankyrin repeat containing
890	CCNA2	cyclin A2
891	CCNB1	cyclin B1
892	CCNC	cyclin C
894	CCND2	cyclin D2
895	CCND2P1	cyclin D2 pseudogene 1
896	CCND3	cyclin D3
897	CCND3P	cyclin D3 pseudogene
898	CCNE1	cyclin E1
899	CCNF	cyclin F
900	CCNG1	cyclin G1
901	CCNG2	cyclin G2
902	CCNH	cyclin H
904	CCNT1	cyclin T1
905	CCNT2	cyclin T2
907	CCT	cataract, congenital, total
908	CCT6A	chaperonin containing TCP1, subunit 6A (zeta 1)
909	CD1A	CD1a molecule
910	CD1B	CD1b molecule
911	CD1C	CD1c molecule
912	CD1D	CD1d molecule
913	CD1E	CD1e molecule
914	CD2	CD2 molecule
915	CD3D	CD3d molecule, delta (CD3-TCR complex)
916	CD3E	CD3e molecule, epsilon (CD3-TCR complex)
917	CD3G	CD3g molecule, gamma (CD3-TCR complex)
919	CD247	CD247 molecule
920	CD4	CD4 molecule
921	CD5	CD5 molecule
922	CD5L	CD5 molecule-like
923	CD6	CD6 molecule
924	CD7	CD7 molecule
925	CD8A	CD8a molecule
926	CD8B	CD8b molecule
927	CD8BP	CD8b molecule pseudogene
928	CD9	CD9 molecule
929	CD14	CD14 molecule
930	CD19	CD19 molecule
931	MS4A1	membrane-spanning 4-domains, subfamily A, member 1
932	MS4A3	membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific)
933	CD22	CD22 molecule
935	CD24P1	CD24 molecule pseudogene 1
936	CD24P2	CD24 molecule pseudogene 2
937	CD24P3	CD24 molecule pseudogene 3
938	CD24P4	CD24 molecule pseudogene 4
939	CD27	CD27 molecule
940	CD28	CD28 molecule
941	CD80	CD80 molecule
942	CD86	CD86 molecule
943	TNFRSF8	tumor necrosis factor receptor superfamily, member 8
944	TNFSF8	tumor necrosis factor (ligand) superfamily, member 8
945	CD33	CD33 molecule
946	SIGLEC6	sialic acid binding Ig-like lectin 6
947	CD34	CD34 molecule
948	CD36	CD36 molecule (thrombospondin receptor)
949	SCARB1	scavenger receptor class B, member 1
950	SCARB2	scavenger receptor class B, member 2
951	CD37	CD37 molecule
952	CD38	CD38 molecule
953	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1
954	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2
955	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative)
956	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3
957	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5
958	CD40	CD40 molecule, TNF receptor superfamily member 5
959	CD40LG	CD40 ligand
960	CD44	CD44 molecule (Indian blood group)
961	CD47	CD47 molecule
962	CD48	CD48 molecule
963	CD53	CD53 molecule
965	CD58	CD58 molecule
966	CD59	CD59 molecule, complement regulatory protein
967	CD63	CD63 molecule
968	CD68	CD68 molecule
969	CD69	CD69 molecule
970	CD70	CD70 molecule
971	CD72	CD72 molecule
972	CD74	CD74 molecule, major histocompatibility complex, class II invariant chain
973	CD79A	CD79a molecule, immunoglobulin-associated alpha
974	CD79B	CD79b molecule, immunoglobulin-associated beta
975	CD81	CD81 molecule
976	CD97	CD97 molecule
977	CD151	CD151 molecule (Raph blood group)
978	CDA	cytidine deaminase
981	CDAN3	congenital dyserythropoietic anemia, type III
982	CDB2	corneal dystrophy of Bowman layer type II (Thiel-Behnke)
983	CDK1	cyclin-dependent kinase 1
984	CDK11B	cyclin-dependent kinase 11B
987	LRBA	LPS-responsive vesicle trafficking, beach and anchor containing
988	CDC5L	cell division cycle 5-like
989	SEPT7	septin 7
990	CDC6	cell division cycle 6
991	CDC20	cell division cycle 20
993	CDC25A	cell division cycle 25A
994	CDC25B	cell division cycle 25B
995	CDC25C	cell division cycle 25C
996	CDC27	cell division cycle 27
997	CDC34	cell division cycle 34
998	CDC42	cell division cycle 42
999	CDH1	cadherin 1, type 1, E-cadherin (epithelial)
1000	CDH2	cadherin 2, type 1, N-cadherin (neuronal)
1001	CDH3	cadherin 3, type 1, P-cadherin (placental)
1002	CDH4	cadherin 4, type 1, R-cadherin (retinal)
1003	CDH5	cadherin 5, type 2 (vascular endothelium)
1004	CDH6	cadherin 6, type 2, K-cadherin (fetal kidney)
1005	CDH7	cadherin 7, type 2
1006	CDH8	cadherin 8, type 2
1007	CDH9	cadherin 9, type 2 (T1-cadherin)
1008	CDH10	cadherin 10, type 2 (T2-cadherin)
1009	CDH11	cadherin 11, type 2, OB-cadherin (osteoblast)
1010	CDH12	cadherin 12, type 2 (N-cadherin 2)
1011	CDH12P2	cadherin 12 (N-cadherin 2) pseudogene 2
1012	CDH13	cadherin 13
1013	CDH15	cadherin 15, type 1, M-cadherin (myotubule)
1014	CDH16	cadherin 16, KSP-cadherin
1015	CDH17	cadherin 17, LI cadherin (liver-intestine)
1016	CDH18	cadherin 18, type 2
1017	CDK2	cyclin-dependent kinase 2
1018	CDK3	cyclin-dependent kinase 3
1019	CDK4	cyclin-dependent kinase 4
1020	CDK5	cyclin-dependent kinase 5
1021	CDK6	cyclin-dependent kinase 6
1022	CDK7	cyclin-dependent kinase 7
1023	CDL2	Cornelia de Lange syndrome 2
1024	CDK8	cyclin-dependent kinase 8
1025	CDK9	cyclin-dependent kinase 9
1026	CDKN1A	cyclin-dependent kinase inhibitor 1A (p21, Cip1)
1027	CDKN1B	cyclin-dependent kinase inhibitor 1B (p27, Kip1)
1028	CDKN1C	cyclin-dependent kinase inhibitor 1C (p57, Kip2)
1029	CDKN2A	cyclin-dependent kinase inhibitor 2A
1030	CDKN2B	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)
1031	CDKN2C	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)
1032	CDKN2D	cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)
1033	CDKN3	cyclin-dependent kinase inhibitor 3
1036	CDO1	cysteine dioxygenase type 1
1038	CDR1	cerebellar degeneration-related protein 1, 34kDa
1039	CDR2	cerebellar degeneration-related protein 2, 62kDa
1040	CDS1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1
1041	CDSN	corneodesmosin
1043	CD52	CD52 molecule
1044	CDX1	caudal type homeobox 1
1045	CDX2	caudal type homeobox 2
1046	CDX4	caudal type homeobox 4
1047	CLGN	calmegin
1048	CEACAM5	carcinoembryonic antigen-related cell adhesion molecule 5
1050	CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha
1051	CEBPB	CCAAT/enhancer binding protein (C/EBP), beta
1052	CEBPD	CCAAT/enhancer binding protein (C/EBP), delta
1053	CEBPE	CCAAT/enhancer binding protein (C/EBP), epsilon
1054	CEBPG	CCAAT/enhancer binding protein (C/EBP), gamma
1055	CECR	cat eye syndrome chromosome region
1056	CEL	carboxyl ester lipase
1057	CELP	carboxyl ester lipase pseudogene
1058	CENPA	centromere protein A
1059	CENPB	centromere protein B, 80kDa
1060	CENPC	centromere protein C
1061	CENPCP1	centromere protein C pseudogene 1
1062	CENPE	centromere protein E, 312kDa
1063	CENPF	centromere protein F, 350/400kDa
1066	CES1	carboxylesterase 1
1068	CETN1	centrin, EF-hand protein, 1
1069	CETN2	centrin, EF-hand protein, 2
1070	CETN3	centrin, EF-hand protein, 3
1071	CETP	cholesteryl ester transfer protein, plasma
1072	CFL1	cofilin 1 (non-muscle)
1073	CFL2	cofilin 2 (muscle)
1074	CFL1P5	cofilin 1 (non-muscle) pseudogene 5
1075	CTSC	cathepsin C
1080	CFTR	cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)
1081	CGA	glycoprotein hormones, alpha polypeptide
1082	CGB	chorionic gonadotropin, beta polypeptide
1083	CGF1	cognitive function 1, social
1084	CEACAM3	carcinoembryonic antigen-related cell adhesion molecule 3
1085	CEACAMP5	carcinoembryonic antigen-related cell adhesion molecule pseudogene 5
1086	CEACAMP11	carcinoembryonic antigen-related cell adhesion molecule pseudogene 11
1087	CEACAM7	carcinoembryonic antigen-related cell adhesion molecule 7
1088	CEACAM8	carcinoembryonic antigen-related cell adhesion molecule 8
1089	CEACAM4	carcinoembryonic antigen-related cell adhesion molecule 4
1090	CEACAMP1	carcinoembryonic antigen-related cell adhesion molecule pseudogene 1
1091	CEACAMP2	carcinoembryonic antigen-related cell adhesion molecule pseudogene 2
1092	CEACAMP3	carcinoembryonic antigen-related cell adhesion molecule pseudogene 3
1093	CEACAMP4	carcinoembryonic antigen-related cell adhesion molecule pseudogene 4
1094	CEACAMP6	carcinoembryonic antigen-related cell adhesion molecule pseudogene 6
1095	CEACAMP7	carcinoembryonic antigen-related cell adhesion molecule pseudogene 7
1096	CEACAMP8	carcinoembryonic antigen-related cell adhesion molecule pseudogene 8
1097	CEACAMP9	carcinoembryonic antigen-related cell adhesion molecule pseudogene 9
1098	CEACAMP10	carcinoembryonic antigen-related cell adhesion molecule pseudogene 10
1101	CHAD	chondroadherin
1102	RCBTB2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2
1103	CHAT	choline O-acetyltransferase
1104	RCC1	regulator of chromosome condensation 1
1105	CHD1	chromodomain helicase DNA binding protein 1
1106	CHD2	chromodomain helicase DNA binding protein 2
1107	CHD3	chromodomain helicase DNA binding protein 3
1108	CHD4	chromodomain helicase DNA binding protein 4
1109	AKR1C4	aldo-keto reductase family 1, member C4
1110	CHE2	cholinesterase (serum) 2
1111	CHEK1	checkpoint kinase 1
1112	FOXN3	forkhead box N3
1113	CHGA	chromogranin A (parathyroid secretory protein 1)
1114	CHGB	chromogranin B (secretogranin 1)
1116	CHI3L1	chitinase 3-like 1 (cartilage glycoprotein-39)
1117	CHI3L2	chitinase 3-like 2
1118	CHIT1	chitinase 1 (chitotriosidase)
1119	CHKA	choline kinase alpha
1120	CHKB	choline kinase beta
1121	CHM	choroideremia (Rab escort protein 1)
1122	CHML	choroideremia-like (Rab escort protein 2)
1123	CHN1	chimerin 1
1124	CHN2	chimerin 2
1125	CHR	chromate resistance; sulfate transport
1128	CHRM1	cholinergic receptor, muscarinic 1
1129	CHRM2	cholinergic receptor, muscarinic 2
1130	LYST	lysosomal trafficking regulator
1131	CHRM3	cholinergic receptor, muscarinic 3
1132	CHRM4	cholinergic receptor, muscarinic 4
1133	CHRM5	cholinergic receptor, muscarinic 5
1134	CHRNA1	cholinergic receptor, nicotinic, alpha 1 (muscle)
1135	CHRNA2	cholinergic receptor, nicotinic, alpha 2 (neuronal)
1136	CHRNA3	cholinergic receptor, nicotinic, alpha 3 (neuronal)
1137	CHRNA4	cholinergic receptor, nicotinic, alpha 4 (neuronal)
1138	CHRNA5	cholinergic receptor, nicotinic, alpha 5 (neuronal)
1139	CHRNA7	cholinergic receptor, nicotinic, alpha 7 (neuronal)
1140	CHRNB1	cholinergic receptor, nicotinic, beta 1 (muscle)
1141	CHRNB2	cholinergic receptor, nicotinic, beta 2 (neuronal)
1142	CHRNB3	cholinergic receptor, nicotinic, beta 3 (neuronal)
1143	CHRNB4	cholinergic receptor, nicotinic, beta 4 (neuronal)
1144	CHRND	cholinergic receptor, nicotinic, delta (muscle)
1145	CHRNE	cholinergic receptor, nicotinic, epsilon (muscle)
1146	CHRNG	cholinergic receptor, nicotinic, gamma (muscle)
1147	CHUK	conserved helix-loop-helix ubiquitous kinase
1149	CIDEA	cell death-inducing DFFA-like effector a
1152	CKB	creatine kinase, brain
1153	CIRBP	cold inducible RNA binding protein
1154	CISH	cytokine inducible SH2-containing protein
1155	TBCB	tubulin folding cofactor B
1156	CKBE	creatine kinase, ectopic expression
1157	CKBP1	creatine kinase B pseudogene 1
1158	CKM	creatine kinase, muscle
1159	CKMT1B	creatine kinase, mitochondrial 1B
1160	CKMT2	creatine kinase, mitochondrial 2 (sarcomeric)
1161	ERCC8	excision repair cross-complementing rodent repair deficiency, complementation group 8
1163	CKS1B	CDC28 protein kinase regulatory subunit 1B
1164	CKS2	CDC28 protein kinase regulatory subunit 2
1165	SCAR2	spinocerebellar ataxia, autosomal recessive 2
1166	SCAX1	spinocerebellar ataxia, X-linked 1
1167	CLA3	cerebellar ataxia 3 (cerebellar parenchyma disorder 1)
1173	AP2M1	adaptor-related protein complex 2, mu 1 subunit
1174	AP1S1	adaptor-related protein complex 1, sigma 1 subunit
